,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
19390,19529,150000.0,2,3,2,38,1,-2,-1,2,2,2,1589.0,1335.0,9447.0,4887.0,11181.0,6692.0,1339,9460,0,6702,16,8242,0
19391,19530,350000.0,2,2,1,36,0,0,0,0,0,0,21026.0,35588.0,38002.0,40357.0,43663.0,52735.0,15000,3000,3000,4000,10000,25000,1
19392,19531,100000.0,2,2,2,34,-1,-1,-1,-1,-1,-2,1919.0,1831.0,163.0,1028.0,0.0,0.0,1831,163,1028,0,0,0,0
19393,19532,320000.0,2,1,1,46,-1,-1,-1,-1,-1,-1,57593.0,534.0,2709.0,0.0,7779.0,0.0,534,2709,0,7779,0,417,0
19394,19533,380000.0,2,2,1,41,3,3,2,0,0,0,415735.0,400246.0,384705.0,383332.0,381423.0,377466.0,0,0,15135,13212,13529,15212,1
19395,19534,40000.0,2,2,2,43,1,3,2,2,3,2,9268.0,8974.0,8885.0,10583.0,10269.0,9960.0,0,200,2000,0,0,1200,0
19396,19535,100000.0,2,3,1,43,0,0,0,0,0,0,5719.0,6633.0,3461.0,4471.0,4560.0,4656.0,1043,1064,1074,163,169,169,0
19397,19536,270000.0,2,1,2,30,0,0,0,0,0,0,81488.0,76257.0,70685.0,66539.0,61069.0,56211.0,3000,5000,3000,2200,2100,3879,0
19398,19537,30000.0,2,3,1,44,2,0,0,0,0,0,26627.0,27631.0,29179.0,30146.0,26371.0,27567.0,1452,2000,1500,933,2000,3000,1
19399,19538,50000.0,2,2,2,40,0,-1,-1,-1,-2,-2,19869.0,15584.0,4377.0,0.0,0.0,0.0,15584,4377,0,0,0,0,0
19400,19539,180000.0,2,1,2,30,0,0,0,0,0,0,44478.0,40311.0,43847.0,50763.0,69026.0,32030.0,8000,10000,10000,23000,5000,4000,0
19401,19540,150000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,5596.0,2569.0,0.0,0.0,0.0,302.0,2573,0,0,0,302,176,0
19402,19541,360000.0,2,1,1,32,0,0,0,0,0,0,16039.0,20396.0,19382.0,13874.0,9398.0,10773.0,5000,2000,5019,2000,2500,5000,0
19403,19542,170000.0,2,1,1,38,-1,-1,-2,-2,-2,-1,5910.0,0.0,0.0,0.0,0.0,3001.0,0,0,0,0,3001,9436,0
19404,19543,140000.0,2,2,2,37,0,0,0,0,0,0,86858.0,89509.0,91476.0,92591.0,95887.0,97739.0,5000,4300,3600,5000,3310,3400,0
19405,19544,90000.0,2,2,1,41,0,0,0,0,0,0,25388.0,26460.0,26711.0,27722.0,28116.0,28552.0,1800,1747,1758,1152,1038,1073,0
19407,19546,160000.0,2,3,1,28,2,2,2,2,0,0,132528.0,135846.0,136732.0,101473.0,100895.0,103107.0,7000,5000,0,3770,4000,4000,0
19408,19547,30000.0,2,2,2,36,0,0,0,0,0,0,26535.0,27131.0,27294.0,27853.0,28033.0,28756.0,1433,1481,1430,1000,1543,1200,0
19409,19548,300000.0,2,2,1,38,1,-2,-2,-1,0,-1,0.0,0.0,0.0,1000.0,890.0,390.0,0,0,1000,390,390,540,1
19410,19549,80000.0,2,2,2,24,2,0,0,0,0,0,81228.0,76590.0,73327.0,69760.0,50642.0,48690.0,3400,2800,3038,2000,2000,2000,1
19411,19550,360000.0,2,1,2,32,0,0,0,0,0,0,11358.0,17580.0,17416.0,14789.0,11800.0,21831.0,7079,7000,5000,0,11831,13000,1
19413,19552,30000.0,2,3,2,46,2,2,-1,2,0,0,19830.0,15915.0,1736.0,1170.0,780.0,780.0,0,1736,0,0,0,0,0
19414,19553,80000.0,2,2,1,37,-1,-1,-1,-1,-1,-1,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000,2000,2000,2000,2000,4206,1
19415,19554,140000.0,2,4,2,25,0,0,0,0,0,0,91485.0,78704.0,79449.0,45514.0,42155.0,42812.0,3009,3411,1523,1352,1526,1505,0
19416,19555,280000.0,2,2,1,43,2,-1,-1,-1,-1,-1,644.0,499.0,1641.0,5280.0,6913.0,-741.0,499,1641,5280,6915,0,0,0
19417,19556,300000.0,2,2,1,28,0,0,0,-1,0,0,30631.0,14623.0,9728.0,28960.0,26589.0,18171.0,1373,1010,42348,0,0,173,0
19418,19557,30000.0,2,2,1,29,2,2,2,0,0,2,15361.0,18274.0,17697.0,18416.0,20099.0,21631.0,3175,0,1317,2000,2000,0,1
19420,19559,180000.0,2,2,1,42,0,0,0,0,0,2,258662.0,265416.0,279551.0,285045.0,298652.0,296036.0,11056,20000,12000,18000,0,5651,0
19421,19560,160000.0,2,3,1,37,0,0,0,0,0,0,17500.0,15933.0,19536.0,7550.0,6977.0,7811.0,10000,10000,3006,3000,3000,0,0
19422,19561,200000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,0.0,0.0,2479.0,0.0,0.0,0.0,0,2479,0,0,0,0,0
19423,19562,130000.0,2,2,1,37,0,0,0,0,0,0,110434.0,108740.0,122873.0,122870.0,120373.0,134146.0,4100,20000,6000,5000,20000,6000,0
19424,19563,230000.0,2,3,2,30,-1,-1,-2,-2,-2,-1,2380.0,0.0,0.0,0.0,0.0,31868.0,0,0,0,0,31868,13216,0
19425,19564,230000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,3251.0,4342.0,2557.0,4440.0,4832.0,6059.0,4347,2557,4443,4832,6314,7897,1
19426,19565,60000.0,2,3,1,48,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,316,316,316,316,316,316,1
19427,19566,80000.0,2,2,1,47,-1,2,2,-1,-1,-1,4166.0,3908.0,0.0,3521.0,0.0,14206.0,0,0,3521,0,14206,7500,0
19428,19567,240000.0,2,2,1,47,-2,-1,-1,-2,-1,-1,27884.0,23222.0,0.0,0.0,13143.0,27383.0,23610,0,0,13143,27383,21718,0
19429,19568,240000.0,2,2,2,30,0,-1,0,0,0,0,35380.0,64013.0,51380.0,25438.0,19376.0,12889.0,64013,1651,1705,564,2093,144734,0
19430,19569,220000.0,2,3,1,33,-2,-2,-2,-2,-2,-2,1037.0,1062.0,0.0,0.0,0.0,0.0,1062,0,0,0,0,0,0
19431,19570,50000.0,2,2,1,44,0,0,0,0,0,0,10950.0,5662.0,6797.0,7565.0,9565.0,11357.0,1097,1232,1000,2000,2000,4000,1
19432,19571,50000.0,2,3,1,42,0,0,0,0,0,0,50562.0,50906.0,48888.0,47037.0,12187.0,9962.0,2000,2009,1180,1000,1000,348,0
19433,19572,50000.0,2,2,1,38,-1,-1,-1,-1,-1,-1,588.0,588.0,588.0,926.0,643.0,643.0,588,588,926,643,643,643,0
19434,19573,90000.0,2,2,1,39,-2,-2,-2,-2,-2,-2,1330.0,950.0,1330.0,950.0,950.0,11786.0,950,1330,950,950,11786,1250,1
19435,19574,80000.0,2,2,2,46,0,0,0,2,0,0,79812.0,80717.0,80366.0,74782.0,47767.0,49278.0,2854,7014,44,1693,4000,0,0
19436,19575,190000.0,2,3,1,43,0,0,0,0,0,0,93359.0,95376.0,98954.0,101512.0,106708.0,109639.0,3404,4954,4512,6708,4639,4793,0
19437,19576,210000.0,2,1,1,31,0,0,0,0,0,0,157544.0,160437.0,129247.0,119579.0,120318.0,107122.0,7505,7072,4009,8000,10000,12000,0
19438,19577,370000.0,2,2,1,45,0,0,0,-1,-1,-1,137250.0,141167.0,103000.0,41200.0,1109.0,99723.0,5927,5000,41200,1109,99723,5000,0
19439,19578,80000.0,2,2,1,45,1,2,2,2,2,2,53916.0,52462.0,55327.0,56804.0,57469.0,58505.0,0,4327,3000,2200,2100,0,1
19440,19579,220000.0,2,2,1,32,0,0,0,0,0,0,28853.0,29145.0,27171.0,22067.0,17831.0,15671.0,2000,4000,1420,2000,3000,30789,0
19441,19580,230000.0,2,2,1,44,-1,-1,-1,-1,0,-1,899.0,1000.0,1685.0,3207.0,1941.0,329.0,1000,1685,3207,0,329,2208,0
19442,19581,200000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,13145.0,15549.0,21375.0,9312.0,23958.0,10825.0,15571,21488,9312,23958,10825,10773,0
19443,19582,400000.0,2,1,2,31,-1,-1,-1,0,0,0,5974.0,2600.0,110958.0,164959.0,130737.0,128312.0,2600,110958,110000,20000,58312,9031,0
19444,19583,80000.0,2,2,2,44,0,0,0,0,-1,-1,22771.0,17047.0,11885.0,8254.0,5144.0,15365.0,1239,1435,1350,5144,15365,2250,0
19445,19584,360000.0,2,2,1,36,0,0,0,0,0,0,16557.0,18369.0,20067.0,48307.0,12918.0,12375.0,3000,2000,29079,1066,1000,1000,0
19446,19585,310000.0,2,1,2,35,0,0,0,0,0,0,308105.0,303679.0,278488.0,256962.0,262381.0,278117.0,13088,9834,9500,9700,20200,11000,1
19447,19586,150000.0,2,1,2,29,0,0,0,0,0,0,80299.0,81963.0,84641.0,86330.0,88885.0,97402.0,3000,4000,4000,4000,10000,4000,0
19448,19587,80000.0,2,2,2,30,0,0,0,-1,0,0,90562.0,85919.0,83023.0,79031.0,41149.0,30244.0,3340,2000,83731,2000,2000,1000,0
19449,19588,40000.0,2,2,1,30,2,2,2,2,2,2,14408.0,15370.0,16320.0,16456.0,16492.0,16086.0,1500,1500,700,600,0,1600,1
19450,19589,320000.0,2,1,2,30,0,0,0,0,0,0,2419.0,3193.0,5127.0,6871.0,7751.0,8623.0,2000,2000,2000,1000,1000,1000,0
19451,19590,170000.0,2,2,2,38,0,0,0,0,0,0,153123.0,151050.0,148362.0,142223.0,126060.0,123978.0,7000,6000,5012,5000,5000,5000,0
19452,19591,80000.0,2,2,2,36,0,0,0,0,0,0,23347.0,29927.0,53599.0,52038.0,53175.0,55751.0,10000,24369,2500,2500,5000,2700,0
19453,19592,420000.0,2,1,1,33,2,-1,0,-1,-1,0,8117.0,20837.0,21610.0,10654.0,4427.0,1800.0,20837,1118,10658,6341,0,3,0
19454,19593,170000.0,2,2,1,45,0,0,0,0,0,0,169625.0,169944.0,169829.0,162988.0,125969.0,127643.0,6081,6336,5205,4452,4592,4677,0
19455,19594,230000.0,2,1,1,40,-1,-1,-2,-1,-1,-2,1163.0,0.0,1487.0,826.0,-4.0,-4.0,0,1487,830,0,0,1342,0
19456,19595,200000.0,2,1,1,35,0,0,0,0,-2,-2,20375.0,12588.0,9571.0,0.0,0.0,0.0,1089,1526,0,0,0,0,0
19457,19596,430000.0,2,2,1,42,2,2,2,2,2,2,282880.0,289358.0,296219.0,300873.0,294527.0,308523.0,12700,13000,11000,0,19000,15000,1
19458,19597,100000.0,2,2,1,32,0,0,0,2,0,0,18641.0,23380.0,33045.0,32346.0,36597.0,46121.0,5000,10000,0,5000,10000,0,0
19459,19598,210000.0,2,1,2,32,1,-1,-1,-1,-1,-1,15207.0,16529.0,16915.0,16266.0,571.0,18827.0,16529,16920,16266,0,19136,0,0
19460,19599,50000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,0.0,1470.0,0.0,0.0,591.0,426.0,1470,0,0,591,426,595,0
19461,19600,290000.0,2,1,2,36,0,0,0,0,0,0,57721.0,57256.0,57094.0,55293.0,54738.0,55435.0,2514,3007,2004,2101,2503,2503,0
19462,19601,200000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,0.0,0.0,2090.0,0.0,0.0,2820.0,0,2090,0,0,2820,10540,0
19463,19602,170000.0,2,1,2,37,-2,-2,-2,-2,-2,-2,7365.0,255.0,4884.0,4442.0,1800.0,0.0,255,4892,4478,1800,0,150,0
19464,19603,30000.0,2,2,2,38,0,0,-2,-2,-2,-2,9730.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19465,19604,360000.0,2,2,1,48,-2,-2,-2,-2,-2,-2,2500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
19466,19605,110000.0,2,1,2,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19467,19606,180000.0,2,1,1,31,0,0,0,2,2,2,151776.0,157050.0,167293.0,168074.0,167235.0,179461.0,9300,14300,5000,3400,15000,6017,0
19468,19607,220000.0,2,2,2,34,0,0,0,0,0,0,93815.0,96121.0,56148.0,35642.0,33516.0,30177.0,4300,2407,2000,2000,1100,1000,0
19469,19608,190000.0,2,2,2,34,0,0,0,0,0,0,90945.0,77668.0,79321.0,80401.0,80872.0,77377.0,3500,3500,3000,3083,3000,3000,0
19470,19609,150000.0,2,4,2,29,0,0,-1,-1,0,0,17196.0,12991.0,3305.0,11164.0,18803.0,22891.0,2012,3310,11164,18800,10000,16910,0
19471,19610,350000.0,2,2,1,38,0,0,0,0,0,0,62862.0,79927.0,76057.0,65139.0,56984.0,55038.0,24000,6000,5000,3000,6000,5000,0
19472,19611,240000.0,2,2,1,47,0,0,0,0,0,0,121386.0,123877.0,127344.0,125050.0,126479.0,130266.0,6000,7000,6500,5000,6000,6000,0
19473,19614,160000.0,2,2,1,30,-1,-1,-1,-1,-1,2,33712.0,14116.0,-2985.0,1472.0,2985.0,1513.0,14116,0,4457,1513,0,1328,0
19474,19615,290000.0,2,1,2,30,0,0,0,0,0,0,41626.0,8341.0,17333.0,34539.0,35288.0,35438.0,5004,10000,18000,1200,3000,2000,0
19475,19616,50000.0,1,2,2,30,0,0,0,0,0,0,22459.0,48535.0,49350.0,26499.0,21071.0,18713.0,26499,2248,1332,544,713,3703,0
19476,19617,270000.0,2,1,2,30,2,2,2,0,0,0,172933.0,184761.0,164009.0,161843.0,151862.0,0.0,19028,0,3451,5004,0,0,1
19477,19618,260000.0,2,2,2,30,-2,-2,-2,-2,-2,-2,4456.0,177.0,1406.0,1006.0,436.0,5860.0,177,1406,1006,440,5860,1306,0
19478,19619,180000.0,2,3,1,31,-2,-1,-1,-1,-1,0,10790.0,7239.0,30418.0,31370.0,13496.0,23943.0,7239,30418,31370,13496,12000,22593,0
19479,19620,180000.0,2,2,2,32,-2,-2,-2,-2,-2,-2,0.0,0.0,1980.0,0.0,0.0,858.0,0,1980,0,0,858,0,0
19480,19621,50000.0,2,4,1,33,0,0,0,0,0,0,43268.0,39605.0,39702.0,39200.0,40000.0,0.0,2011,2000,1000,800,0,0,0
19481,19622,50000.0,2,2,1,34,2,0,0,0,0,0,47993.0,49051.0,39945.0,40254.0,20040.0,3563.0,2010,1904,2214,1000,129,131,1
19482,19623,80000.0,2,1,1,37,-1,0,-1,-1,-1,-1,27695.0,15372.0,25919.0,18449.0,2655.0,20808.0,10000,25919,18449,2655,20808,0,1
19483,19624,250000.0,2,2,1,37,0,0,0,0,0,0,212954.0,215928.0,221963.0,224949.0,229577.0,234221.0,8000,9510,8160,8364,8493,8625,0
19484,19625,80000.0,2,2,1,45,0,0,0,-2,-2,-2,81328.0,82150.0,0.0,0.0,0.0,0.0,3750,0,0,0,0,0,0
19485,19626,160000.0,2,2,1,37,0,-1,-1,-1,0,-1,13307.0,22887.0,16846.0,2150.0,1033.0,8264.0,22887,16890,2150,0,8264,8799,0
19486,19627,30000.0,2,2,2,42,0,0,0,0,0,0,27855.0,30787.0,30128.0,25178.0,21060.0,16893.0,5000,5137,2189,2007,1009,655,0
19487,19628,100000.0,2,2,1,44,0,-1,-1,-1,-1,-1,1603.0,1440.0,1440.0,1440.0,1440.0,6059.0,1440,1440,1440,1440,6059,1440,0
19488,19629,100000.0,2,2,1,46,1,-1,-1,-1,-2,-2,0.0,766.0,305.0,0.0,0.0,0.0,766,305,0,0,0,0,0
19489,19630,130000.0,2,2,1,45,-1,2,-1,-1,-1,-1,1980.0,990.0,990.0,990.0,990.0,1130.0,0,990,990,990,1130,1000,0
19490,19631,80000.0,2,2,1,35,0,0,0,0,0,0,81513.0,82816.0,74170.0,73609.0,46443.0,47231.0,3612,2830,2194,1797,2000,2000,0
19491,19632,170000.0,2,1,1,41,0,0,0,0,0,0,93095.0,95044.0,98505.0,99970.0,102303.0,104654.0,3500,5000,4000,4000,4000,4000,0
19492,19633,280000.0,2,1,1,42,-2,-2,-2,-2,-2,-2,6425.0,3746.0,3863.0,5740.0,0.0,1170.0,3746,3863,5740,0,1170,4198,0
19494,19635,300000.0,2,2,2,41,-1,-1,-1,-1,-1,-1,1215.0,43909.0,27785.0,5221.0,1278.0,3245.0,43943,27863,5234,1278,3245,22,0
19495,19636,310000.0,2,2,1,42,0,-1,-1,2,-1,-1,21692.0,19697.0,17257.0,7900.0,17161.0,14585.0,19697,2270,4,17161,7030,0,0
19496,19637,120000.0,2,1,2,29,-1,2,-1,-1,2,0,8318.0,2730.0,3647.0,10730.0,1835.0,5843.0,0,3647,10752,0,5658,6928,0
19497,19638,50000.0,2,3,1,49,2,0,0,0,-2,-2,48297.0,50487.0,51400.0,0.0,0.0,0.0,3000,2400,0,0,0,0,1
19498,19639,340000.0,2,4,2,29,0,0,0,0,0,0,262621.0,167331.0,169625.0,104501.0,102700.0,103824.0,24298,7068,8015,10053,15000,9507,0
19499,19640,90000.0,2,1,2,31,2,2,3,3,3,2,20052.0,79532.0,79872.0,80662.0,80740.0,83275.0,59872,2200,2700,2000,4000,2200,0
19500,19641,60000.0,2,1,2,32,1,2,0,0,0,2,17992.0,17405.0,18619.0,19636.0,20326.0,21534.0,0,1500,1328,1018,1687,778,1
19501,19642,380000.0,2,1,2,29,0,0,0,0,0,0,384979.0,276655.0,174060.0,172167.0,142135.0,152135.0,20000,9500,4180,0,10000,5000,0
19502,19643,200000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,2692.0,4399.0,5555.0,5818.0,3686.0,2014.0,4403,5573,5947,3686,2041,2540,0
19504,19645,300000.0,2,2,1,30,-1,2,-1,-1,-1,-1,10940.0,10104.0,1610.0,2749.0,155.0,3167.0,0,1610,2768,155,3167,435,0
19505,19646,360000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,4765.0,3415.0,1539.0,6501.0,3458.0,2786.0,3434,1546,6541,3475,2788,5710,0
19506,19647,120000.0,2,2,1,30,0,0,-1,-1,0,0,25657.0,27877.0,1150.0,29225.0,25893.0,11707.0,3000,2000,29225,2000,2000,20000,0
19508,19649,210000.0,2,1,1,33,0,0,0,0,0,0,199851.0,190551.0,192717.0,195700.0,150525.0,137565.0,7000,7791,7000,5254,5400,5380,1
19509,19650,180000.0,2,2,1,33,2,2,2,2,2,2,115166.0,122519.0,123087.0,126564.0,123040.0,129098.0,10800,4000,7000,0,8200,1500,1
19510,19651,200000.0,2,2,1,32,0,0,0,0,0,0,47550.0,51427.0,52672.0,53682.0,51841.0,52921.0,5000,2672,2492,2006,2069,2258,0
19511,19652,240000.0,2,2,1,32,0,0,-2,-2,-2,-2,12000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19512,19653,50000.0,2,2,1,32,-2,-2,-2,-2,-2,-2,943.0,0.0,0.0,0.0,20650.0,0.0,10528,0,0,20650,0,0,0
19513,19654,240000.0,2,1,2,32,-1,0,0,0,0,0,89988.0,27329.0,21061.0,27585.0,18019.0,18116.0,18063,18008,27067,18046,10018,17038,0
19514,19655,160000.0,2,3,1,33,-1,2,-1,-1,-2,-2,2364.0,1095.0,2190.0,0.0,0.0,0.0,0,2190,0,0,0,0,1
19515,19656,150000.0,2,1,2,33,0,0,0,0,0,0,11529.0,6745.0,6177.0,7215.0,7644.0,8367.0,2000,1262,1300,700,1000,950,0
19516,19657,100000.0,2,1,2,33,-1,2,2,-1,0,0,5640.0,1570.0,0.0,3198.0,3198.0,5198.0,0,0,3198,0,2000,3348,0
19517,19658,50000.0,2,2,2,33,1,2,0,0,0,0,49633.0,48475.0,41848.0,40136.0,40626.0,41970.0,24,2039,1965,1455,2000,1877,0
19518,19659,180000.0,2,1,2,33,-1,0,0,0,0,0,31689.0,30210.0,39634.0,42625.0,44935.0,48436.0,10000,10000,5000,3000,10000,30000,0
19519,19660,50000.0,2,2,1,33,1,2,0,0,2,0,23250.0,22578.0,23611.0,25825.0,25111.0,25708.0,0,1397,2611,0,1000,1092,1
19521,19662,120000.0,2,2,2,39,-1,-1,-1,2,-1,-1,2753.0,0.0,390.0,390.0,780.0,1206.0,0,780,0,780,1206,0,0
19522,19663,320000.0,2,1,2,44,-1,-1,-1,-1,-1,-1,29227.0,49177.0,143588.0,82261.0,44242.0,22999.0,49619,143588,82691,44242,24010,128424,0
19523,19664,370000.0,2,2,1,36,0,0,0,0,0,0,219386.0,181046.0,169132.0,128553.0,88817.0,83763.0,10500,14045,8553,8817,10763,2526,0
19524,19665,210000.0,2,2,2,37,0,0,0,0,0,0,26557.0,31090.0,58054.0,44624.0,43339.0,44245.0,5000,28008,15000,1552,1605,1615,0
19525,19666,220000.0,2,3,2,40,0,0,0,2,0,0,197139.0,166221.0,178594.0,174330.0,179525.0,184562.0,6500,15000,0,8000,8000,15000,0
19526,19667,220000.0,2,2,2,41,0,0,0,0,0,0,119951.0,122336.0,126415.0,127447.0,129983.0,132727.0,4375,6047,4622,4652,4838,4838,0
19527,19668,210000.0,2,3,2,36,2,0,0,0,0,0,420522.0,203447.0,206683.0,99411.0,63322.0,73433.0,16000,6549,4500,2407,12700,3200,0
19528,19669,200000.0,2,2,1,34,0,0,0,0,0,0,5481.0,6430.0,4494.0,4771.0,9454.0,8595.0,1068,1140,1000,5000,3000,3000,0
19529,19670,180000.0,2,2,1,41,0,0,0,0,0,0,9309.0,7596.0,9086.0,11477.0,4817.0,7121.0,1119,1609,3000,2500,5000,5000,0
19530,19671,60000.0,2,2,1,44,1,2,0,0,0,0,61049.0,57244.0,47551.0,36795.0,30596.0,28354.0,0,2400,2100,1300,1300,1300,0
19531,19672,430000.0,2,2,1,37,0,0,0,0,0,0,17800.0,18175.0,11153.0,11073.0,2853.0,3177.0,2003,2000,1030,2350,2000,1150,0
19533,19674,50000.0,2,2,1,35,0,0,0,0,0,0,48658.0,50709.0,36114.0,23706.0,20166.0,19930.0,3000,2000,3005,700,1000,1000,0
19535,19676,340000.0,2,1,2,37,0,0,0,0,0,0,334125.0,335778.0,343792.0,301895.0,198944.0,197439.0,13562,15000,12000,8120,7720,4000,0
19536,19677,80000.0,2,3,1,40,-1,2,-1,-1,-1,-1,780.0,390.0,390.0,25190.0,390.0,390.0,0,390,25190,390,390,9278,1
19537,19678,230000.0,2,1,1,41,0,0,0,0,0,0,54598.0,48568.0,43140.0,34039.0,26622.0,11891.0,1528,1538,1777,1160,1500,1000,0
19538,19679,170000.0,2,2,2,37,0,0,0,0,0,0,170687.0,29570.0,31776.0,34228.0,36645.0,38885.0,3000,3000,3000,3000,3000,3000,0
19539,19680,260000.0,2,2,1,40,-1,-1,-1,-1,-1,0,411.0,209.0,217.0,613.0,2339.0,1474.0,209,217,613,2339,0,1254,0
19540,19681,120000.0,2,2,1,34,0,-1,-1,-1,-1,-1,8505.0,4086.0,6389.0,4520.0,8708.0,1520.0,4086,6389,4520,8708,1520,1520,0
19541,19682,110000.0,2,2,1,39,0,0,0,0,0,0,102801.0,104907.0,108107.0,96213.0,68003.0,52684.0,3818,4955,3446,3000,3000,4000,0
19542,19683,200000.0,2,2,1,46,0,0,0,0,0,0,106651.0,103173.0,104137.0,103422.0,95206.0,65108.0,3692,5000,3300,2500,2930,1500,0
19543,19684,80000.0,2,3,1,46,0,0,-1,2,-1,-1,25505.0,14696.0,1278.0,1107.0,16634.0,2136.0,1000,2278,0,17000,2500,0,1
19544,19685,420000.0,2,3,2,35,0,0,0,0,0,0,65958.0,63715.0,62201.0,56125.0,49114.0,47563.0,3500,3002,2200,1700,1800,1700,0
19545,19686,50000.0,2,1,1,38,0,0,0,2,0,0,10379.0,11200.0,14568.0,14008.0,14827.0,19297.0,1000,3560,0,1000,4656,712,1
19546,19687,30000.0,2,2,1,39,2,2,0,0,0,0,31207.0,30399.0,30147.0,29366.0,29555.0,29793.0,0,2000,1500,1010,1055,1089,1
19547,19688,210000.0,2,3,1,40,0,-1,-1,-1,-1,-1,2616.0,7537.0,6730.0,3447.0,16220.0,5566.0,7537,6730,3447,16220,7564,2632,0
19548,19689,240000.0,2,1,1,33,0,0,0,0,0,0,214361.0,218626.0,223329.0,227820.0,227154.0,231935.0,7830,8231,8332,8187,8500,8029,0
19549,19690,240000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,8732.0,5286.0,5596.0,3328.0,3763.0,9529.0,5286,5596,3328,3763,9529,4895,0
19550,19691,390000.0,2,2,1,37,0,0,0,0,0,0,175363.0,164292.0,144731.0,145140.0,130727.0,131619.0,5551,5358,5500,5000,20000,10000,0
19551,19692,30000.0,2,2,2,33,-2,-2,-2,-2,-2,-2,498.0,4831.0,477.0,8560.0,1550.0,955.0,4831,477,8561,1550,955,570,0
19552,19693,50000.0,2,3,1,37,-1,2,0,0,0,0,2564.0,2378.0,4167.0,5438.0,6193.0,6939.0,0,2000,1500,1000,1000,1000,0
19553,19694,70000.0,2,2,1,49,0,0,0,0,0,0,64049.0,66079.0,67488.0,58246.0,48859.0,46688.0,3700,3100,2200,1600,1850,1800,1
19554,19695,180000.0,2,2,1,38,0,0,0,0,0,2,36479.0,38813.0,40611.0,42641.0,45287.0,44577.0,2810,2600,2568,3214,0,1630,0
19555,19696,180000.0,2,3,1,49,0,0,0,0,0,0,92140.0,92517.0,94808.0,89137.0,88637.0,84966.0,3892,5002,3153,5000,3037,3200,0
19557,19698,120000.0,2,2,1,38,2,2,2,2,2,2,63700.0,65069.0,66450.0,67373.0,68186.0,68959.0,3000,3000,2600,2500,2000,3000,1
19558,19699,390000.0,2,2,1,33,-1,-1,-1,-1,-1,-1,8243.0,4610.0,7599.0,2947.0,86790.0,3628.0,4644,7677,2947,87476,3639,7769,0
19559,19700,50000.0,2,3,1,48,1,2,0,0,0,0,49621.0,46863.0,46153.0,45284.0,23653.0,20733.0,0,2010,1807,812,743,844,1
19560,19701,50000.0,2,3,1,39,0,0,0,0,0,0,48694.0,46514.0,47771.0,43739.0,29090.0,24317.0,1803,2060,2025,1375,1035,900,0
19561,19702,140000.0,2,1,2,32,0,0,0,0,0,0,112933.0,114564.0,118713.0,121248.0,123232.0,126242.0,5000,6000,6000,5500,5000,6000,0
19562,19703,160000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,0.0,3843.0,1876.0,4493.0,5929.0,2973.0,3843,1891,4520,5950,2979,5188,0
19563,19704,30000.0,2,3,1,37,0,-1,-1,0,0,0,3860.0,780.0,27557.0,28433.0,29477.0,28910.0,780,27557,2000,1500,1100,1500,0
19565,19706,100000.0,2,2,1,47,-1,-1,-1,-1,-1,-2,6666.0,6666.0,0.0,6270.0,-396.0,-396.0,6666,0,6270,0,0,0,1
19566,19707,80000.0,2,2,1,47,0,0,0,0,0,0,2795.0,3807.0,4595.0,5172.0,5278.0,3206.0,1067,1121,1000,106,64,1000,0
19567,19708,40000.0,2,2,2,24,1,3,2,2,0,0,24171.0,23498.0,24235.0,23557.0,24025.0,24528.0,0,1400,0,850,880,884,1
19568,19709,180000.0,2,1,2,28,0,0,0,0,0,0,131007.0,131632.0,136239.0,138116.0,135246.0,130436.0,5000,7000,6500,5000,5000,5000,0
19569,19710,80000.0,2,2,1,34,0,0,-1,-1,0,0,8413.0,4942.0,989.0,2799.0,2818.0,3638.0,1029,1225,2799,2000,2000,2000,0
19570,19711,300000.0,2,4,1,41,-1,-1,-1,-1,0,-1,3399.0,0.0,4358.0,862.0,862.0,287.0,0,4358,862,0,287,5159,0
19571,19712,220000.0,2,1,2,29,3,3,2,2,2,0,4695.0,4488.0,4283.0,5807.0,5568.0,5827.0,0,0,1587,0,500,586,1
